Symbol, Moving Average, Total Volume, Creation Time
NVDA, 120.653, 6899519, 1727711156622
NVDA, 120.625, 6755753, 1727711216622
NVDA, 120.624, 6930937, 1727711276622
NVDA, 120.623, 6855169, 1727711336622
NVDA, 120.637, 6804265, 1727711396622
NVDA, 120.661, 6940172, 1727711456622
NVDA, 120.676, 7184403, 1727711516622
NVDA, 120.696, 7104856, 1727711576622
NVDA, 120.713, 7002922, 1727711636622
NVDA, 120.727, 6967416, 1727711696622
NVDA, 120.748, 6755531, 1727711756622
NVDA, 120.775, 6415367, 1727711816622
NVDA, 120.803, 6215665, 1727711876622
NVDA, 120.815, 5885776, 1727711936622
NVDA, 120.813, 5692892, 1727711996622
NVDA, 120.819, 5853247, 1727712056622
NVDA, 120.829, 5829820, 1727712116622
NVDA, 120.826, 5524771, 1727712176622
NVDA, 120.822, 5602669, 1727712236622
NVDA, 120.813, 5350929, 1727712296622
NVDA, 120.782, 4930930, 1727712356622
NVDA, 120.780, 4386076, 1727712416622
NVDA, 120.777, 4363888, 1727712476622
NVDA, 120.789, 4544203, 1727712536622
NVDA, 120.796, 4485698, 1727712596622
NVDA, 120.810, 4471391, 1727712656622
NVDA, 120.822, 4621174, 1727712716622
NVDA, 120.816, 4732378, 1727712776622
NVDA, 120.823, 4665191, 1727712836622
NVDA, 120.835, 4607236, 1727712896622
NVDA, 120.854, 4775174, 1727712956622
NVDA, 120.865, 4739392, 1727713016622
NVDA, 120.872, 4892266, 1727713076622
NVDA, 120.888, 4970805, 1727713136622
NVDA, 120.894, 5116770, 1727713196622
NVDA, 120.913, 5206794, 1727713256622
NVDA, 120.919, 5293828, 1727713316622
NVDA, 120.924, 5238029, 1727713376622
NVDA, 120.926, 5038968, 1727713436622
NVDA, 120.925, 5179647, 1727713496622
NVDA, 120.920, 5097312, 1727713556622
NVDA, 120.915, 4877239, 1727713616622
NVDA, 120.927, 4608803, 1727713676622
NVDA, 120.935, 4436627, 1727713736622
NVDA, 120.930, 4532256, 1727713796622
NVDA, 120.903, 4364530, 1727713856622
NVDA, 120.878, 4357525, 1727713916623
NVDA, 120.865, 4024155, 1727713976622
NVDA, 120.838, 3554618, 1727714036622
NVDA, 120.801, 3342661, 1727714096622
NVDA, 120.773, 3345678, 1727714156622
NVDA, 120.752, 3518653, 1727714216622
NVDA, 120.720, 3667908, 1727714276622
NVDA, 120.684, 3689309, 1727714336622
NVDA, 120.645, 3775102, 1727714396622
NVDA, 120.617, 3894484, 1727714456622
NVDA, 120.600, 3989339, 1727714516622
NVDA, 120.582, 3983942, 1727714576622
NVDA, 120.565, 4027734, 1727714636622
NVDA, 120.546, 3839666, 1727714696624
